name	city	state	founded	lat	long
Wild Parrot Brewing Company	Pasadena	California	2015	34.2	-118.0
Wildfire Brewery	Bend	Oregon	2006	44.0	-121.3
Windmill Enterprises, Inc	Baker City	Oregon	1975	44.8	-117.8
Working Man Brewing Co	Livermore	California	2011	37.4	-121.6
Wsj LLC	Santa Rosa	California	2015	38.39	-122.75
Yakima Chief-Hopunion, LLC	Yakima	Washington	2014	46.6	-120.53
Yogd, LLC	Saint Helens	Oregon	2010	45.9	-122.9
Yorkshire Square Brewing	Palos Verdes Estates	California	2016	33.3	-118.5
You Brew It	Rancho Cordova	California	2014	38.57	-121.19
You Brew San Diego	San Diego	California	2014	32.74	-117.24
Young's Market of Washington	Renton	Washington	2004	47.47	-122.22
